,match_id,player1,player2,winner,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,Speed_MPH,RallyCount,P1DistanceRun,P2DistanceRun,p1_sets_to_win,p2_sets_to_win,p1_games_to_win,p2_games_to_win
6729,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,0,0,1,0,64,2,2,0,15,70,44,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
6730,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,0,0,1,0,65,2,2,0,30,70,47,35,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
6731,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,0,0,1,0,66,1,2,15,30,72,46,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
6732,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,0,0,1,0,67,2,2,15,40,71,48,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
6733,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,0,0,1,0,68,1,2,30,40,73,47,37,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,18
6734,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,1,0,1,2,69,2,2,0,0,73,53,37,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
6735,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,1,0,2,0,70,1,1,15,0,77,53,38,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
6736,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,1,0,2,0,71,1,1,30,0,80,53,39,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
6737,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,1,0,2,0,72,1,1,40,0,81,51,40,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
6738,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,0,1,0,2,0,73,2,1,40,15,77,52,40,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,12,17
6739,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,1,0,2,1,74,1,1,0,0,80,50,41,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,99,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
6740,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,1,0,3,0,75,2,2,0,15,79,52,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
6741,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,1,0,3,0,76,2,2,0,30,78,54,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
6742,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,1,0,3,0,77,2,2,0,40,78,57,41,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,17
6743,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,3,2,78,2,2,0,0,78,63,41,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6744,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,4,0,79,2,1,0,15,77,65,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6745,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,4,0,80,1,1,15,15,80,65,42,38,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,123,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6746,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,4,0,81,2,1,15,30,79,67,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6747,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,4,0,82,1,1,30,30,82,67,43,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6748,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,1,2,0,4,0,83,1,1,40,30,83,65,44,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,3.374608739245364,8.81939244734759,8.8224091457075,2,3,11,16
6749,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,4,1,84,1,1,0,0,87,64,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6750,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,5,0,85,1,2,15,0,89,63,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6751,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,5,0,86,2,2,15,15,89,67,46,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6752,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,5,0,87,1,2,30,15,90,65,47,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6753,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,5,0,88,2,2,30,30,90,68,47,41,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,117,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6754,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,2,0,5,0,89,2,2,30,40,89,70,47,42,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,91,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,16
6755,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,5,2,90,2,2,0,0,88,74,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6756,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,6,0,91,2,1,0,15,86,75,47,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6757,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,6,0,92,1,1,15,15,89,75,48,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6758,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,6,0,93,1,1,30,15,90,73,49,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6759,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,6,0,94,1,1,40,15,92,72,50,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6760,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,2,3,0,6,0,95,2,1,40,30,90,73,50,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,3.374608739245364,8.81939244734759,8.8224091457075,2,3,10,15
6761,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,6,1,96,1,1,0,0,93,71,51,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6762,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,97,1,2,15,0,95,70,52,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6763,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,98,2,2,15,15,94,72,52,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6764,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,99,2,2,15,30,93,74,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6765,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,100,1,2,30,30,95,73,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6766,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,101,2,2,30,40,94,74,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6767,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,102,1,2,40,40,96,74,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6768,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,3,0,7,0,103,2,2,40,AD,96,77,54,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,113,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,15
6769,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,4,0,7,2,104,2,2,0,0,95,81,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,14
6770,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,4,0,8,0,105,1,1,15,0,97,80,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,14
6771,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,4,0,8,0,106,1,1,30,0,99,79,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,14
6772,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,3,4,0,8,0,107,1,1,40,0,102,79,57,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3.374608739245364,8.81939244734759,8.8224091457075,2,3,9,14
6773,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,4,0,8,1,108,1,1,0,0,108,79,58,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
6774,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,4,0,9,0,109,2,2,0,15,108,82,58,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
6775,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,4,0,9,0,110,2,2,0,30,108,85,58,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
6776,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,4,0,9,0,111,2,2,0,40,107,87,58,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,14
6777,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,9,2,112,2,2,0,0,107,93,58,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6778,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,10,0,113,1,1,15,0,109,92,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6779,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,10,0,114,1,1,30,0,111,91,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6780,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,10,0,115,2,1,30,15,109,92,60,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6781,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,10,0,116,2,1,30,30,108,94,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6782,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,4,5,0,10,0,117,1,1,40,30,110,93,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.374608739245364,8.81939244734759,8.8224091457075,2,3,8,13
6783,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,10,1,118,1,1,0,0,114,92,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6784,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,119,2,2,0,15,112,93,62,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6785,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,120,1,2,15,15,113,91,63,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6786,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,121,2,2,15,30,112,93,63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6787,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,122,1,2,30,30,113,91,64,58,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,108,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6788,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,123,2,2,30,40,113,94,64,59,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,107,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6789,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,124,1,2,40,40,114,90,65,59,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6790,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,5,5,0,11,0,125,1,2,AD,40,117,90,66,59,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,91,3.374608739245364,8.81939244734759,8.8224091457075,2,3,7,13
6791,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,11,1,126,1,2,0,0,123,86,67,59,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,115,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6792,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,12,0,127,1,1,15,0,124,84,68,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6793,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,12,0,128,2,1,15,15,122,85,68,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6794,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,12,0,129,1,1,30,15,124,84,69,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6795,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,12,0,130,2,1,30,30,122,85,69,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6796,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,6,5,0,12,0,131,1,1,40,30,125,85,70,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3.374608739245364,8.81939244734759,8.8224091457075,2,3,6,13
6797,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,2,7,5,1,12,1,132,1,1,0,0,132,81,71,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,13
6798,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,0,0,0,1,0,133,1,2,15,0,135,81,72,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,18
6799,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,0,0,0,1,0,134,1,2,30,0,136,79,73,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,18
6800,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,0,0,0,1,0,135,1,2,40,0,139,79,74,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3.374608739245364,8.81939244734759,8.8224091457075,1,3,6,18
6801,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,1,1,136,1,2,0,0,145,75,75,61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,115,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6802,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,2,0,137,2,1,0,15,144,77,75,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6803,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,2,0,138,1,1,15,15,147,77,76,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6804,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,2,0,139,1,1,30,15,148,75,77,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6805,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,2,0,140,2,1,30,30,147,77,77,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6806,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,1,0,0,2,0,141,1,1,40,30,149,76,78,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,1,3,5,18
6807,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,0,0,2,1,142,1,1,0,0,153,75,79,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,18
6808,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,0,0,3,0,143,1,2,15,0,155,74,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,18
6809,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,0,0,3,0,144,2,2,15,15,153,75,80,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,18
6810,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,0,0,3,0,145,2,2,15,30,153,78,80,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,18
6811,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,0,0,3,0,146,2,2,15,40,153,81,80,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,18
6812,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,1,0,3,2,147,2,2,0,0,153,86,80,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,17
6813,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,1,0,4,0,148,2,1,0,15,152,88,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,17
6814,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,1,0,4,0,149,2,1,0,30,152,91,80,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,17
6815,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,1,0,4,0,150,1,1,15,30,155,91,81,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,17
6816,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,1,0,4,0,151,2,1,15,40,155,94,81,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,17
6817,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,4,2,152,2,1,0,0,151,99,81,71,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,119,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6818,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,153,2,2,0,15,151,102,81,72,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,120,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6819,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,154,1,2,15,15,153,101,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6820,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,155,2,2,15,30,152,103,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6821,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,156,2,2,15,40,151,105,82,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6822,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,157,1,2,30,40,154,105,83,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,117,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6823,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,158,1,2,40,40,155,103,84,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6824,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,2,0,5,0,159,2,2,40,AD,154,105,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,16
6825,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,5,2,160,2,2,0,0,154,110,84,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6826,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,6,0,161,1,1,15,0,157,110,85,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,115,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6827,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,6,0,162,2,1,15,15,153,111,85,77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6828,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,6,0,163,1,1,30,15,155,110,86,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6829,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,6,0,164,2,1,30,30,155,113,86,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6830,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,3,0,6,0,165,2,1,30,40,153,114,86,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,15
6831,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,4,0,6,2,166,2,1,0,0,149,119,86,80,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,121,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,14
6832,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,4,0,7,0,167,2,2,0,15,149,122,86,81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,94,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,14
6833,2011-wimbledon-1226,Igor Andreev,Bernard Tomic,2,3,2,4,0,7,0,168,2,2,0,30,148,124,86,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3.374608739245364,8.81939244734759,8.8224091457075,1,3,4,14
